'meeting_id';'meeting_date';'attendee_id'
77538;'1983-08-21 04:00:00';1523
77539;'1985-07-24 04:00:00';5492
77540;'2006-04-14 03:00:00';8463
77541;'2015-03-20 02:00:00';5043
77542;'1983-04-06 04:00:00';3098
77543;'1994-02-11 02:00:00';343
77544;'2001-11-05 02:00:00';3789
77545;'2006-04-19 03:00:00';5992
77546;'1970-10-01 03:00:00';15
77547;'1997-01-16 02:00:00';9907
77548;'1992-03-06 02:00:00';1629
77549;'1990-11-05 02:00:00';6798
77550;'1996-12-07 02:00:00';7493
77551;'1981-01-16 03:00:00';9690
77552;'2003-03-27 02:00:00';5794
77553;'2010-03-24 02:00:00';2786
77554;'1988-03-25 03:00:00';3458
77555;'2015-08-23 02:00:00';8688
77556;'1994-08-26 03:00:00';9378
77557;'1998-05-23 03:00:00';7967
77558;'2000-10-08 03:00:00';2251
77559;'2002-01-23 02:00:00';2379
77560;'2014-07-10 03:00:00';1686
77561;'2015-04-25 02:00:00';7668
77562;'2003-01-24 02:00:00';4251
77563;'2002-09-08 03:00:00';6161
77564;'2002-08-15 03:00:00';951
77565;'2012-09-12 03:00:00';3744
77566;'2011-08-02 03:00:00';9548
77567;'1997-05-21 03:00:00';5244
77568;'2003-05-10 03:00:00';7554
77569;'1998-09-30 03:00:00';4472
77570;'2001-08-25 03:00:00';8187
77571;'2002-08-23 03:00:00';8104
77572;'1996-04-27 03:00:00';9140
77573;'1984-08-02 04:00:00';2976
77574;'1995-12-19 02:00:00';7384
77575;'2004-12-01 02:00:00';9459
77576;'1993-06-04 03:00:00';5759
77577;'1991-05-18 03:00:00';7613
77578;'1986-11-25 03:00:00';771
77579;'1996-11-26 02:00:00';3596
77580;'1999-05-21 03:00:00';2659
77581;'1977-11-21 03:00:00';697
77582;'2001-12-09 02:00:00';6736
77583;'1980-05-11 03:00:00';1045
77584;'1971-07-09 03:00:00';7044
77585;'1997-10-25 03:00:00';7070
77586;'1978-04-05 03:00:00';7155
77587;'1970-04-23 03:00:00';4385
77588;'2006-08-30 03:00:00';6106
77589;'1998-08-27 03:00:00';2985
77590;'2011-09-12 03:00:00';2164
77591;'1979-12-09 03:00:00';1941
77592;'1999-11-30 02:00:00';5436
77593;'2009-01-23 02:00:00';3080
77594;'2005-07-15 03:00:00';3036
77595;'2017-07-16 02:00:00';9354
77596;'1988-05-19 04:00:00';2052
77597;'2004-11-18 02:00:00';268
77598;'1992-09-11 03:00:00';3526
77599;'2003-02-13 02:00:00';4649
77600;'1994-05-29 03:00:00';8589
77601;'2016-01-23 02:00:00';1192
77602;'1979-12-05 03:00:00';9998
77603;'1972-11-06 03:00:00';5117
77604;'1970-07-20 03:00:00';5111
77605;'2011-05-14 03:00:00';6047
77606;'1994-08-11 03:00:00';4645
77607;'1995-06-08 03:00:00';6116
77608;'2007-10-22 03:00:00';833
77609;'1984-02-10 03:00:00';9145
77610;'1977-08-14 03:00:00';6362
77611;'2001-01-25 02:00:00';5630
77612;'2004-12-08 02:00:00';3550
77613;'1994-12-27 02:00:00';4542
77614;'2011-08-25 03:00:00';9489
77615;'1971-01-23 03:00:00';5452
77616;'1993-09-27 02:00:00';2705
77617;'2010-10-24 03:00:00';3736
77618;'1999-10-02 03:00:00';9536
77619;'2016-11-22 02:00:00';4769
77620;'1994-11-25 02:00:00';9296
77621;'1997-10-29 02:00:00';5909
77622;'1973-12-29 03:00:00';6109
77623;'1991-11-25 02:00:00';2276
77624;'2002-10-23 03:00:00';2947
77625;'2012-12-29 03:00:00';4467
77626;'1971-09-01 03:00:00';6785
77627;'1987-10-17 03:00:00';4700
77628;'1984-07-10 04:00:00';8053
77629;'1993-01-24 02:00:00';7074
77630;'1986-07-28 04:00:00';7991
77631;'1971-05-05 03:00:00';6578
77632;'2004-11-09 02:00:00';6034
77633;'2001-06-04 03:00:00';5589
77634;'2010-05-19 03:00:00';7260
77635;'1983-10-07 03:00:00';2146
77636;'1982-02-25 03:00:00';6823
77637;'2017-07-31 02:00:00';8896
77638;'1994-06-13 03:00:00';8704
77639;'1971-01-04 03:00:00';9529
77640;'1989-02-09 03:00:00';1365
77641;'1980-02-12 03:00:00';9083
77642;'1983-05-12 04:00:00';3348
77643;'1983-07-22 04:00:00';8984
77644;'1993-02-26 02:00:00';9758
77645;'1984-11-20 03:00:00';109
77646;'1992-03-29 03:00:00';6458
77647;'2007-06-10 03:00:00';1727
77648;'2015-10-31 02:00:00';2294
77649;'1984-09-24 04:00:00';113
77650;'1992-11-08 02:00:00';5992
77651;'1975-10-19 03:00:00';2978
77652;'1984-01-10 03:00:00';418
77653;'1990-10-29 02:00:00';6228
77654;'1996-02-02 02:00:00';7460
77655;'1975-03-12 03:00:00';1895
77656;'2006-11-28 02:00:00';2268
77657;'1975-11-05 03:00:00';2836
77658;'1972-06-04 03:00:00';104
77659;'2016-10-28 02:00:00';550
77660;'1978-05-23 03:00:00';1292
77661;'1995-05-11 03:00:00';6514
77662;'1972-03-07 03:00:00';9119
77663;'1991-06-19 03:00:00';1511
77664;'2012-08-09 03:00:00';1712
77665;'2017-05-30 02:00:00';3584
77666;'1976-09-17 03:00:00';4918
77667;'2003-06-06 03:00:00';7335
77668;'2015-07-08 02:00:00';8964
77669;'1981-11-11 03:00:00';6308
77670;'2012-08-29 03:00:00';140
77671;'1986-09-30 03:00:00';1282
77672;'1986-12-27 03:00:00';8282
77673;'1979-04-16 03:00:00';8547
77674;'1985-04-13 04:00:00';4241
77675;'1998-02-20 02:00:00';5658
77676;'1978-03-10 03:00:00';2643
77677;'1971-04-17 03:00:00';1526
77678;'2015-05-04 02:00:00';1322
77679;'2008-04-08 03:00:00';2990
77680;'1991-08-31 03:00:00';1476
77681;'1976-11-25 03:00:00';9127
77682;'2015-10-01 02:00:00';5323
77683;'2014-12-21 02:00:00';7571
77684;'2008-04-27 03:00:00';8402
77685;'1993-06-06 03:00:00';1508
77686;'1974-10-10 03:00:00';5947
77687;'1990-10-06 02:00:00';8094
77688;'2009-02-13 02:00:00';3221
77689;'1990-01-06 02:00:00';1355
77690;'1973-04-25 03:00:00';275
77691;'2002-04-03 03:00:00';9688
77692;'1993-07-04 03:00:00';8536
77693;'1976-05-12 03:00:00';2732
77694;'2006-06-26 03:00:00';5374
77695;'1981-05-16 04:00:00';456
77696;'2013-01-26 03:00:00';87
77697;'1977-08-03 03:00:00';2458
77698;'1986-12-21 03:00:00';6938
77699;'2010-11-09 02:00:00';1228
77700;'2007-05-13 03:00:00';6447
77701;'2012-11-11 03:00:00';1273
77702;'1988-03-21 03:00:00';3142
77703;'2010-12-04 02:00:00';4128
77704;'1973-09-27 03:00:00';560
77705;'1988-07-06 04:00:00';6321
77706;'1997-02-04 02:00:00';4961
77707;'2007-07-16 03:00:00';2516
77708;'2012-11-14 03:00:00';2302
77709;'2016-03-09 02:00:00';8233
77710;'2016-10-19 02:00:00';5265
77711;'1989-07-29 03:00:00';4953
77712;'1993-10-13 02:00:00';5547
77713;'1982-11-29 03:00:00';7612
77714;'1987-07-13 04:00:00';1337
77715;'2006-08-04 03:00:00';6100
77716;'1973-08-07 03:00:00';2959
77717;'2012-07-31 03:00:00';9847
77718;'1987-04-07 04:00:00';4432
77719;'2006-01-01 02:00:00';3098
77720;'2014-03-18 03:00:00';8560
77721;'2017-03-21 02:00:00';7736
77722;'2002-10-09 03:00:00';1921
77723;'1987-10-19 03:00:00';4274
77724;'1984-02-01 03:00:00';9145
77725;'1998-10-28 02:00:00';7376
77726;'2009-03-08 02:00:00';7493
77727;'2002-03-23 02:00:00';5046
77728;'1990-04-30 03:00:00';2743
77729;'1991-03-29 02:00:00';8129
77730;'1982-05-16 04:00:00';4186
77731;'1970-10-23 03:00:00';7681
77732;'1987-02-10 03:00:00';486
77733;'1989-02-06 03:00:00';6545
77734;'1997-10-08 03:00:00';1407
77735;'2005-11-14 02:00:00';4401
77736;'1991-03-17 02:00:00';72
77737;'1980-12-05 03:00:00';5749
77738;'1990-01-07 02:00:00';7797
77739;'1986-03-28 03:00:00';7094
77740;'1977-04-06 03:00:00';7662
77741;'1993-04-29 03:00:00';742
77742;'1983-07-09 04:00:00';4303
77743;'2015-05-15 02:00:00';5249
77744;'1991-08-17 03:00:00';2076
77745;'1979-01-10 03:00:00';9039
77746;'1982-06-25 04:00:00';1714
77747;'2004-11-12 02:00:00';9589
77748;'1994-09-08 03:00:00';9641
77749;'1987-03-26 03:00:00';7947
77750;'2008-03-20 02:00:00';1205
77751;'2004-05-13 03:00:00';2745
77752;'1977-07-02 03:00:00';748
77753;'1974-09-04 03:00:00';4699
77754;'1999-02-25 02:00:00';3666
77755;'1980-07-13 03:00:00';8052
77756;'1972-03-25 03:00:00';7103
77757;'1986-08-15 04:00:00';814
77758;'1995-02-05 02:00:00';1267
77759;'2002-04-15 03:00:00';5023
77760;'2013-02-23 03:00:00';3648
77761;'1993-12-11 02:00:00';2535
77762;'1995-11-03 02:00:00';629
77763;'1992-05-26 03:00:00';1910
77764;'2008-03-21 02:00:00';1819
77765;'2016-11-18 02:00:00';875
77766;'1998-09-04 03:00:00';2231
77767;'1996-03-22 02:00:00';9942
77768;'2001-08-02 03:00:00';2880
77769;'1991-04-26 03:00:00';7007
77770;'1998-08-30 03:00:00';7979
77771;'1971-05-20 03:00:00';800
77772;'2005-08-19 03:00:00';8434
77773;'1983-05-16 04:00:00';3661
77774;'2009-09-08 03:00:00';6452
77775;'1987-01-19 03:00:00';8948
77776;'2001-07-12 03:00:00';6214
77777;'1982-10-29 03:00:00';5407
77778;'2012-03-27 03:00:00';486
77779;'1995-08-06 03:00:00';4279
77780;'1985-02-09 03:00:00';7696
77781;'1971-11-24 03:00:00';9986
77782;'2004-04-17 03:00:00';4937
77783;'1998-03-23 02:00:00';1757
77784;'1998-10-11 03:00:00';4937
77785;'2016-06-01 02:00:00';5941
77786;'1984-10-06 03:00:00';6518
77787;'1999-09-10 03:00:00';2174
77788;'2001-05-14 03:00:00';2891
77789;'2008-04-17 03:00:00';2375
77790;'1976-11-04 03:00:00';3815
77791;'1971-10-17 03:00:00';1109
77792;'2015-04-02 02:00:00';5458
77793;'2002-07-17 03:00:00';3675
77794;'2010-08-09 03:00:00';6683
77795;'2014-10-10 03:00:00';9579
77796;'1991-02-04 02:00:00';1308
77797;'1994-05-07 03:00:00';1575
77798;'1988-10-03 03:00:00';4223
77799;'2015-02-11 02:00:00';9744
77800;'1983-10-08 03:00:00';4026
77801;'2007-12-05 02:00:00';9472
77802;'1987-01-16 03:00:00';4821
77803;'1999-12-26 02:00:00';8306
77804;'1994-05-17 03:00:00';684
77805;'1991-03-24 02:00:00';4095
77806;'1992-07-03 03:00:00';8176
77807;'2012-04-02 03:00:00';7012
77808;'1994-01-13 02:00:00';7864
77809;'1977-09-01 03:00:00';9102
77810;'2016-12-27 02:00:00';5078
77811;'1981-02-06 03:00:00';1576
77812;'2000-03-17 02:00:00';8836
77813;'2012-12-19 03:00:00';6571
77814;'1993-07-28 03:00:00';2444
77815;'2000-12-27 02:00:00';6132
77816;'1992-10-10 02:00:00';279
77817;'2010-07-15 03:00:00';3012
77818;'1977-05-26 03:00:00';5869
77819;'1978-02-08 03:00:00';3825
77820;'2015-04-22 02:00:00';8155
77821;'2003-07-30 03:00:00';3385
77822;'1981-01-28 03:00:00';4547
77823;'1989-10-28 02:00:00';3366
77824;'1975-07-20 03:00:00';1197
77825;'1981-05-25 04:00:00';1981
77826;'2013-11-14 03:00:00';9004
77827;'1974-02-24 03:00:00';3969
77828;'2005-03-11 02:00:00';5931
77829;'1982-06-01 04:00:00';9749
77830;'1999-02-11 02:00:00';8629
77831;'1978-10-08 03:00:00';5582
77832;'1977-10-22 03:00:00';1588
77833;'1980-11-23 03:00:00';6758
77834;'1985-05-08 04:00:00';3762
77835;'1971-10-30 03:00:00';7981
77836;'2003-09-24 03:00:00';5067
77837;'1973-07-16 03:00:00';138
77838;'2013-12-15 03:00:00';1620
77839;'2017-06-13 02:00:00';7280
77840;'2007-06-10 03:00:00';5172
77841;'1976-03-12 03:00:00';6603
77842;'1978-10-03 03:00:00';7904
77843;'2007-08-03 03:00:00';5274
77844;'1992-05-16 03:00:00';1381
77845;'2006-09-27 03:00:00';8134
77846;'1991-05-08 03:00:00';5470
77847;'2006-04-18 03:00:00';6464
77848;'1992-07-03 03:00:00';9318
77849;'2005-09-06 03:00:00';4874
77850;'2009-12-31 02:00:00';7239
77851;'2015-11-15 02:00:00';5627
77852;'1979-12-29 03:00:00';3057
77853;'2005-03-08 02:00:00';2886
77854;'2010-02-05 02:00:00';1494
77855;'2005-12-17 02:00:00';2244
77856;'2007-02-19 02:00:00';6850
77857;'1979-07-14 03:00:00';6781
77858;'2012-07-26 03:00:00';6600
77859;'1972-03-19 03:00:00';5942
77860;'1999-09-07 03:00:00';7559
77861;'2012-12-26 03:00:00';1973
77862;'1976-01-16 03:00:00';7115
77863;'1994-09-26 02:00:00';5248
77864;'2004-06-28 03:00:00';1536
77865;'2003-03-06 02:00:00';2675
77866;'1998-01-16 02:00:00';4738
77867;'1976-10-08 03:00:00';5936
77868;'1987-05-23 04:00:00';5168
77869;'1988-04-04 04:00:00';6640
77870;'1977-08-01 03:00:00';9102
77871;'2001-10-13 03:00:00';9208
77872;'1998-12-11 02:00:00';7161
77873;'2006-07-09 03:00:00';1223
77874;'1988-05-25 04:00:00';4294
77875;'1989-02-12 03:00:00';1435
77876;'1988-08-10 04:00:00';8148
77877;'1979-10-21 03:00:00';3012
77878;'1982-07-30 04:00:00';5680
77879;'1999-05-22 03:00:00';7696
77880;'1993-10-04 02:00:00';5590
77881;'1974-12-01 03:00:00';4837
77882;'1974-11-14 03:00:00';2805
77883;'1978-09-18 03:00:00';9742
77884;'2003-12-16 02:00:00';3708
77885;'2002-10-26 03:00:00';8845
77886;'1987-12-29 03:00:00';9504
77887;'1996-08-05 03:00:00';8766
77888;'1970-07-31 03:00:00';8511
77889;'1988-06-24 04:00:00';844
77890;'2005-08-22 03:00:00';5151
77891;'2013-09-28 03:00:00';9292
77892;'2006-12-25 02:00:00';7120
77893;'1985-07-28 04:00:00';7351
77894;'1978-09-18 03:00:00';3968
77895;'2009-03-02 02:00:00';1414
77896;'1983-06-18 04:00:00';7133
77897;'2007-05-22 03:00:00';4438
77898;'1980-09-04 03:00:00';6997
77899;'1989-03-18 03:00:00';2746
77900;'2009-01-13 02:00:00';7561
77901;'2000-05-28 03:00:00';5392
77902;'1976-03-31 03:00:00';5008
77903;'2006-01-07 02:00:00';5868
77904;'1991-11-21 02:00:00';1752
77905;'1976-06-18 03:00:00';8640
77906;'1988-06-13 04:00:00';2263
77907;'1973-06-29 03:00:00';9325
77908;'2005-09-19 03:00:00';8767
77909;'2017-04-13 02:00:00';6307
77910;'1974-04-20 03:00:00';4208
77911;'1992-06-10 03:00:00';4260
77912;'1986-03-25 03:00:00';9432
77913;'1990-05-06 03:00:00';4647
77914;'1996-12-01 02:00:00';725
77915;'2009-10-18 03:00:00';3689
77916;'1991-05-30 03:00:00';4043
77917;'1999-06-16 03:00:00';3805
77918;'1985-12-22 03:00:00';7457
77919;'1973-11-20 03:00:00';7396
77920;'2017-08-04 02:00:00';7750
77921;'2003-08-07 03:00:00';5960
77922;'2005-06-03 03:00:00';2241
77923;'2015-01-21 02:00:00';6178
77924;'1971-08-27 03:00:00';4262
77925;'1977-11-19 03:00:00';4668
77926;'1974-02-10 03:00:00';5700
77927;'1988-10-01 03:00:00';3168
77928;'2017-08-28 02:00:00';9259
77929;'1980-06-07 03:00:00';1391
77930;'2003-05-02 03:00:00';1995
77931;'2010-03-23 02:00:00';2029
77932;'1991-07-22 03:00:00';9271
77933;'1978-04-14 03:00:00';954
77934;'2013-01-26 03:00:00';1161
77935;'1987-07-22 04:00:00';2268
77936;'2005-07-03 03:00:00';7519
77937;'1993-10-02 02:00:00';5111
77938;'1997-04-15 03:00:00';6851
77939;'1997-02-02 02:00:00';2175
77940;'1975-04-24 03:00:00';9400
77941;'1993-02-20 02:00:00';7909
77942;'1979-04-29 03:00:00';8480
77943;'1999-06-27 03:00:00';7068
77944;'2000-01-22 02:00:00';1050
77945;'1972-08-15 03:00:00';1359
77946;'2002-11-02 02:00:00';8089
77947;'2013-02-02 03:00:00';6140
77948;'1975-12-11 03:00:00';496
77949;'2012-10-20 03:00:00';7112
77950;'2008-07-28 03:00:00';2874
77951;'2007-05-21 03:00:00';8054
77952;'1999-06-17 03:00:00';3286
77953;'1977-05-20 03:00:00';7427
77954;'2004-04-14 03:00:00';2559
77955;'1976-08-26 03:00:00';5240
77956;'1998-10-21 03:00:00';4281
77957;'2010-07-16 03:00:00';3970
77958;'2009-05-27 03:00:00';7783
77959;'2005-10-16 03:00:00';6574
77960;'1985-11-28 03:00:00';3178
77961;'2002-10-02 03:00:00';6398
77962;'1972-02-09 03:00:00';2740
77963;'2011-10-13 03:00:00';3576
77964;'1972-11-09 03:00:00';4123
77965;'2013-08-08 03:00:00';3614
77966;'1970-09-29 03:00:00';6889
77967;'1997-01-10 02:00:00';9176
77968;'1983-03-23 03:00:00';9887
77969;'1972-01-03 03:00:00';4829
77970;'1986-08-23 04:00:00';3482
77971;'2002-10-10 03:00:00';1697
77972;'2006-12-13 02:00:00';4174
77973;'2009-03-05 02:00:00';4120
77974;'1987-04-05 04:00:00';2638
77975;'1970-08-29 03:00:00';473
77976;'1988-03-11 03:00:00';8974
77977;'1977-10-14 03:00:00';1485
77978;'1984-12-03 03:00:00';9360
77979;'2013-08-04 03:00:00';1047
77980;'1972-11-20 03:00:00';6634
77981;'2005-04-17 03:00:00';7790
77982;'2011-05-06 03:00:00';7305
77983;'1986-01-10 03:00:00';7157
77984;'1985-05-28 04:00:00';3583
77985;'1993-01-12 02:00:00';2395
77986;'2004-06-15 03:00:00';4951
77987;'1986-01-10 03:00:00';2382
77988;'1978-02-24 03:00:00';5962
77989;'1970-05-18 03:00:00';8251
77990;'1981-09-06 04:00:00';3369
77991;'1985-02-16 03:00:00';2624
77992;'1995-09-11 03:00:00';8794
77993;'1971-10-27 03:00:00';5443
77994;'1974-12-14 03:00:00';6753
77995;'1972-03-26 03:00:00';6459
77996;'1975-10-26 03:00:00';2963
77997;'1974-04-13 03:00:00';556
77998;'1972-04-06 03:00:00';6224
77999;'1971-12-09 03:00:00';3264
78000;'1972-03-10 03:00:00';121
78001;'2004-04-10 03:00:00';9009
78002;'1999-02-16 02:00:00';7772
78003;'1972-07-19 03:00:00';9859
78004;'2015-09-14 02:00:00';8481
78005;'1987-11-05 03:00:00';1150
78006;'2007-02-15 02:00:00';8892
78007;'2008-07-06 03:00:00';2025
78008;'2016-02-09 02:00:00';4131
78009;'1986-01-24 03:00:00';9698
78010;'1985-08-04 04:00:00';4666
78011;'1988-09-04 04:00:00';666
78012;'2009-12-08 02:00:00';9658
78013;'1983-10-25 03:00:00';349
78014;'2015-05-16 02:00:00';8176
78015;'1984-12-04 03:00:00';4159
78016;'1982-08-01 04:00:00';7649
78017;'1973-07-28 03:00:00';3474
78018;'1995-11-23 02:00:00';9451
78019;'2000-03-10 02:00:00';9892
78020;'2009-03-13 02:00:00';3031
78021;'1975-09-28 03:00:00';4150
78022;'1970-04-12 03:00:00';4555
78023;'2005-05-12 03:00:00';6919
78024;'1975-10-19 03:00:00';8300
78025;'1997-10-09 03:00:00';846
78026;'2011-07-24 03:00:00';8048
78027;'1980-06-27 03:00:00';343
78028;'1994-08-20 03:00:00';2785
78029;'2003-05-27 03:00:00';2532
78030;'1979-10-20 03:00:00';1550
78031;'1989-01-21 03:00:00';8165
78032;'1987-01-18 03:00:00';4284
78033;'1974-09-02 03:00:00';8723
78034;'2000-07-18 03:00:00';7065
78035;'1974-07-27 03:00:00';2389
78036;'1974-01-19 03:00:00';5889
78037;'1987-10-04 03:00:00';4918
78038;'1982-04-01 04:00:00';4361
78039;'1985-02-20 03:00:00';6670
78040;'1998-03-16 02:00:00';1881
78041;'1975-06-18 03:00:00';3852
78042;'1971-02-08 03:00:00';9255
78043;'1995-06-11 03:00:00';3269
78044;'1971-02-05 03:00:00';6862
78045;'1991-06-02 03:00:00';2326
78046;'2015-07-10 02:00:00';4238
78047;'2010-07-24 03:00:00';1718
78048;'1994-03-06 02:00:00';7692
78049;'1976-02-19 03:00:00';9719
78050;'1977-09-01 03:00:00';2506
78051;'1972-01-06 03:00:00';5403
78052;'1991-08-22 03:00:00';178
78053;'2010-09-12 03:00:00';4514
78054;'2003-08-30 03:00:00';1979
78055;'2014-11-13 02:00:00';7554
78056;'1994-05-15 03:00:00';142
78057;'2009-02-01 02:00:00';9984
78058;'1996-11-07 02:00:00';9219
78059;'2013-05-01 03:00:00';9466
78060;'1971-06-08 03:00:00';9588
78061;'2009-04-09 03:00:00';4151
78062;'1992-09-22 03:00:00';5459
78063;'2007-06-26 03:00:00';4678
78064;'1987-05-26 04:00:00';6759
78065;'1996-06-03 03:00:00';2163
78066;'2000-03-03 02:00:00';2066
78067;'1998-04-27 03:00:00';616
78068;'1996-11-24 02:00:00';3262
78069;'1995-10-01 02:00:00';832
78070;'1981-08-23 04:00:00';597
78071;'1985-10-10 03:00:00';7382
78072;'1994-03-07 02:00:00';7920
78073;'1988-05-13 04:00:00';8221
78074;'1992-11-21 02:00:00';3607
78075;'1999-03-11 02:00:00';7177
78076;'1972-06-18 03:00:00';2071
78077;'2007-10-14 03:00:00';9082
78078;'1988-04-25 04:00:00';50
78079;'2008-04-23 03:00:00';6761
78080;'1991-12-10 02:00:00';1617
78081;'1988-01-27 03:00:00';7594
78082;'1991-12-25 02:00:00';8532
78083;'2003-03-12 02:00:00';945
78084;'2011-04-06 03:00:00';9977
78085;'2009-09-23 03:00:00';1874
78086;'2007-04-30 03:00:00';9803
78087;'1981-06-22 04:00:00';7568
78088;'2000-04-01 03:00:00';6610
78089;'1974-03-07 03:00:00';6679
78090;'1979-02-26 03:00:00';9832
78091;'1983-06-23 04:00:00';4022
78092;'2015-07-19 02:00:00';1212
78093;'2015-08-11 02:00:00';6835
78094;'2002-10-27 02:00:00';3392
78095;'1983-08-03 04:00:00';2
78096;'1994-02-25 02:00:00';8332
78097;'2015-02-02 02:00:00';9297
78098;'2009-09-14 03:00:00';3845
78099;'1990-05-26 03:00:00';4090
78100;'2015-05-14 02:00:00';9496
78101;'1970-03-02 03:00:00';8252
78102;'2008-04-02 03:00:00';4016
78103;'2010-02-15 02:00:00';371
78104;'1976-04-15 03:00:00';5784
78105;'2011-06-24 03:00:00';4931
78106;'1982-09-07 04:00:00';8235
78107;'1981-02-27 03:00:00';4756
78108;'2004-02-15 02:00:00';8518
78109;'2002-09-02 03:00:00';6807
78110;'1977-01-01 03:00:00';1502
78111;'1992-02-19 02:00:00';2471
78112;'1979-12-12 03:00:00';5742
78113;'1999-07-04 03:00:00';9195
78114;'1971-07-13 03:00:00';1561
78115;'1987-11-09 03:00:00';8328
78116;'1992-01-21 02:00:00';4382
78117;'1980-03-29 03:00:00';5523
78118;'1994-06-14 03:00:00';5242
78119;'2001-05-14 03:00:00';7363
78120;'2017-08-10 02:00:00';6919
78121;'1972-12-09 03:00:00';7157
78122;'1986-07-13 04:00:00';5745
78123;'1985-07-02 04:00:00';8665
78124;'1976-01-01 03:00:00';1081
78125;'2013-09-02 03:00:00';938
78126;'2004-04-26 03:00:00';4611
78127;'2006-12-11 02:00:00';1531
78128;'1988-05-15 04:00:00';3290
78129;'1994-01-17 02:00:00';4605
78130;'1972-09-29 03:00:00';2708
78131;'1987-03-03 03:00:00';1421
78132;'1996-06-24 03:00:00';8816
78133;'1972-07-07 03:00:00';7498
78134;'1993-11-09 02:00:00';5483
78135;'1992-03-27 02:00:00';2004
78136;'1974-03-04 03:00:00';9985
78137;'1997-07-22 03:00:00';8080
78138;'2014-11-21 02:00:00';2097
78139;'1994-05-01 03:00:00';4632
78140;'1988-10-25 03:00:00';4394
78141;'1982-05-04 04:00:00';7391
78142;'2015-03-20 02:00:00';3057
78143;'1993-03-12 02:00:00';7538
78144;'1983-12-15 03:00:00';6421
78145;'1976-04-04 03:00:00';8682
78146;'1995-04-03 03:00:00';1321
78147;'2009-09-14 03:00:00';2719
78148;'1978-04-18 03:00:00';6176
78149;'1986-03-19 03:00:00';8582
78150;'2005-05-02 03:00:00';5368
78151;'1999-10-11 03:00:00';8970
78152;'1999-07-08 03:00:00';269
78153;'2017-01-21 02:00:00';4201
78154;'1972-10-02 03:00:00';2029
78155;'2015-08-13 02:00:00';7477
78156;'1989-02-24 03:00:00';5564
78157;'1970-01-13 03:00:00';6059
78158;'1988-05-24 04:00:00';1262
78159;'1977-06-23 03:00:00';1552
78160;'1982-10-06 03:00:00';273
78161;'1977-12-10 03:00:00';8967
78162;'2007-03-08 02:00:00';7966
78163;'1993-05-20 03:00:00';5664
78164;'2004-04-05 03:00:00';7684
78165;'2017-02-02 02:00:00';4250
78166;'1972-03-04 03:00:00';676
78167;'1998-07-01 03:00:00';8537
78168;'1974-01-12 03:00:00';9932
78169;'1992-04-21 03:00:00';9699
78170;'1995-01-29 02:00:00';987
78171;'1979-04-10 03:00:00';2100
78172;'1971-02-05 03:00:00';2019
78173;'2012-02-14 03:00:00';7713
78174;'2015-08-05 02:00:00';4972
78175;'2015-07-05 02:00:00';6313
78176;'2008-06-29 03:00:00';6340
78177;'2008-03-13 02:00:00';1384
78178;'2003-10-15 03:00:00';7525
78179;'2002-06-14 03:00:00';6197
78180;'1985-11-25 03:00:00';4047
78181;'2012-07-16 03:00:00';2443
78182;'1997-10-10 03:00:00';9413
78183;'2002-08-16 03:00:00';1237
78184;'1991-09-07 03:00:00';2516
78185;'1978-05-23 03:00:00';7635
78186;'1983-07-23 04:00:00';4109
78187;'1970-08-11 03:00:00';8889
78188;'2014-09-04 03:00:00';483
78189;'1981-10-18 03:00:00';5798
78190;'2014-12-06 02:00:00';4688
78191;'1971-07-03 03:00:00';7458
78192;'2004-09-24 03:00:00';7554
78193;'2008-10-12 03:00:00';4224
78194;'1992-04-06 03:00:00';4035
78195;'2013-10-22 03:00:00';7923
78196;'2004-01-30 02:00:00';9926
78197;'1994-12-20 02:00:00';1213
78198;'1986-10-08 03:00:00';8797
78199;'1994-12-20 02:00:00';6754
78200;'2004-07-02 03:00:00';296
78201;'1990-06-27 03:00:00';6636
78202;'1986-11-20 03:00:00';4119
78203;'2013-08-10 03:00:00';3160
78204;'1985-02-13 03:00:00';6161
78205;'1993-05-28 03:00:00';7277
78206;'1985-05-01 04:00:00';605
78207;'1970-07-17 03:00:00';7181
78208;'1984-03-08 03:00:00';8909
78209;'2015-07-17 02:00:00';2051
78210;'1973-11-03 03:00:00';1547
78211;'1987-01-08 03:00:00';6812
78212;'2006-09-16 03:00:00';1404
78213;'1987-12-22 03:00:00';1059
78214;'2011-01-23 02:00:00';9153
78215;'2016-10-23 02:00:00';389
78216;'2011-05-04 03:00:00';8348
78217;'1987-05-31 04:00:00';6659
78218;'2001-07-24 03:00:00';9807
78219;'1976-08-03 03:00:00';7877
78220;'1987-07-09 04:00:00';9360
78221;'1981-04-18 04:00:00';9899
78222;'1979-09-15 03:00:00';9144
78223;'1994-09-02 03:00:00';2735
78224;'1974-03-06 03:00:00';8411
78225;'1984-07-07 04:00:00';7830
78226;'2004-08-26 03:00:00';6627
78227;'2007-08-20 03:00:00';3622
78228;'2005-02-20 02:00:00';5461
78229;'1986-09-04 04:00:00';2450
78230;'2000-05-01 03:00:00';6645
78231;'1978-01-19 03:00:00';928
78232;'1993-10-01 02:00:00';1348
78233;'1992-09-19 03:00:00';1051
78234;'1979-02-06 03:00:00';4343
78235;'2004-05-13 03:00:00';7572
78236;'1994-01-22 02:00:00';2324
78237;'2000-07-17 03:00:00';9331
78238;'1976-07-07 03:00:00';7350
